question_id,prompt_strategy,model,model_answer,raw_response,response_time,tokens_used,timestamp,correct_answer,score,result_id
MIR-2024-v01-t01-Q157,Prompt-001,o3-mini-2025-01-31,A,A,2.063986301422119,143,2025-03-31T22:01:25.676498,A,3,MIR-2024-v01-t01-Q157-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q158,Prompt-001,o3-mini-2025-01-31,C,C,3.8812594413757324,149,2025-03-31T22:01:30.058603,C,3,MIR-2024-v01-t01-Q158-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q159,Prompt-001,o3-mini-2025-01-31,C,C,9.841817855834961,338,2025-03-31T22:01:40.401376,C,3,MIR-2024-v01-t01-Q159-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q160,Prompt-001,o3-mini-2025-01-31,INVALID,,7.593856334686279,313,2025-03-31T22:01:48.496152,A,0,MIR-2024-v01-t01-Q160-RespINVALID-CorrectA-Score+0
MIR-2024-v01-t01-Q161,Prompt-001,o3-mini-2025-01-31,INVALID,,8.420906782150269,254,2025-03-31T22:01:57.417956,A,0,MIR-2024-v01-t01-Q161-RespINVALID-CorrectA-Score+0
MIR-2024-v01-t01-Q163,Prompt-001,o3-mini-2025-01-31,D,D,3.6634721755981445,266,2025-03-31T22:02:01.582515,D,3,MIR-2024-v01-t01-Q163-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q164,Prompt-001,o3-mini-2025-01-31,C,C,3.2912824153900146,265,2025-03-31T22:02:05.374693,C,3,MIR-2024-v01-t01-Q164-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q165,Prompt-001,o3-mini-2025-01-31,A,A,4.609467267990112,317,2025-03-31T22:02:10.485008,A,3,MIR-2024-v01-t01-Q165-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q166,Prompt-001,o3-mini-2025-01-31,B,B,5.533214330673218,317,2025-03-31T22:02:16.519023,B,3,MIR-2024-v01-t01-Q166-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q167,Prompt-001,o3-mini-2025-01-31,C,C,2.145024538040161,280,2025-03-31T22:02:19.164874,C,3,MIR-2024-v01-t01-Q167-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q168,Prompt-001,o3-mini-2025-01-31,D,D,5.252810001373291,198,2025-03-31T22:02:24.918609,D,3,MIR-2024-v01-t01-Q168-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q169,Prompt-001,o3-mini-2025-01-31,B,B,7.055981636047363,339,2025-03-31T22:02:32.475521,B,3,MIR-2024-v01-t01-Q169-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q170,Prompt-001,o3-mini-2025-01-31,INVALID,,7.679882287979126,267,2025-03-31T22:02:40.656361,B,0,MIR-2024-v01-t01-Q170-RespINVALID-CorrectB-Score+0
MIR-2024-v01-t01-Q171,Prompt-001,o3-mini-2025-01-31,C,C,4.399304151535034,235,2025-03-31T22:02:45.556519,C,3,MIR-2024-v01-t01-Q171-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q172,Prompt-001,o3-mini-2025-01-31,INVALID,,7.0851967334747314,276,2025-03-31T22:02:53.142599,A,0,MIR-2024-v01-t01-Q172-RespINVALID-CorrectA-Score+0
MIR-2024-v01-t01-Q173,Prompt-001,o3-mini-2025-01-31,D,D,5.546233415603638,282,2025-03-31T22:02:59.189820,A,-1,MIR-2024-v01-t01-Q173-RespD-CorrectA-Score-1
MIR-2024-v01-t01-Q174,Prompt-001,o3-mini-2025-01-31,B,B,4.932560682296753,302,2025-03-31T22:03:04.623284,B,3,MIR-2024-v01-t01-Q174-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q175,Prompt-001,o3-mini-2025-01-31,B,B,5.141739130020142,150,2025-03-31T22:03:10.265987,B,3,MIR-2024-v01-t01-Q175-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q176,Prompt-001,o3-mini-2025-01-31,C,C,6.062075614929199,283,2025-03-31T22:03:16.828975,C,3,MIR-2024-v01-t01-Q176-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q177,Prompt-001,o3-mini-2025-01-31,C,C,1.905480146408081,379,2025-03-31T22:03:19.235434,C,3,MIR-2024-v01-t01-Q177-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q178,Prompt-001,o3-mini-2025-01-31,B,B,3.2232789993286133,252,2025-03-31T22:03:22.959603,A,-1,MIR-2024-v01-t01-Q178-RespB-CorrectA-Score-1
MIR-2024-v01-t01-Q179,Prompt-001,o3-mini-2025-01-31,D,D,4.849178791046143,288,2025-03-31T22:03:28.309663,D,3,MIR-2024-v01-t01-Q179-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q180,Prompt-001,o3-mini-2025-01-31,A,A,4.258868932723999,241,2025-03-31T22:03:33.069482,A,3,MIR-2024-v01-t01-Q180-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q181,Prompt-001,o3-mini-2025-01-31,D,D,7.868546724319458,278,2025-03-31T22:03:41.439029,B,-1,MIR-2024-v01-t01-Q181-RespD-CorrectB-Score-1
MIR-2024-v01-t01-Q182,Prompt-001,o3-mini-2025-01-31,C,C,2.6411681175231934,336,2025-03-31T22:03:44.581024,C,3,MIR-2024-v01-t01-Q182-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q183,Prompt-001,o3-mini-2025-01-31,INVALID,,10.997704267501831,263,2025-03-31T22:03:56.079629,B,0,MIR-2024-v01-t01-Q183-RespINVALID-CorrectB-Score+0
MIR-2024-v01-t01-Q184,Prompt-001,o3-mini-2025-01-31,B,B,3.2448227405548096,170,2025-03-31T22:03:59.825323,B,3,MIR-2024-v01-t01-Q184-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q185,Prompt-001,o3-mini-2025-01-31,B,B,3.0736896991729736,195,2025-03-31T22:04:03.399883,B,3,MIR-2024-v01-t01-Q185-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q187,Prompt-001,o3-mini-2025-01-31,C,C,3.696101427078247,301,2025-03-31T22:04:07.596972,C,3,MIR-2024-v01-t01-Q187-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q188,Prompt-001,o3-mini-2025-01-31,D,D,2.999870777130127,149,2025-03-31T22:04:11.097769,D,3,MIR-2024-v01-t01-Q188-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q189,Prompt-001,o3-mini-2025-01-31,D,D,4.387791395187378,288,2025-03-31T22:04:15.986448,D,3,MIR-2024-v01-t01-Q189-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q190,Prompt-001,o3-mini-2025-01-31,INVALID,,8.476480722427368,313,2025-03-31T22:04:24.964086,A,0,MIR-2024-v01-t01-Q190-RespINVALID-CorrectA-Score+0
MIR-2024-v01-t01-Q191,Prompt-001,o3-mini-2025-01-31,A,A,5.5518763065338135,276,2025-03-31T22:04:31.016870,B,-1,MIR-2024-v01-t01-Q191-RespA-CorrectB-Score-1
MIR-2024-v01-t01-Q192,Prompt-001,o3-mini-2025-01-31,A,A,4.8908851146698,240,2025-03-31T22:04:36.408620,A,3,MIR-2024-v01-t01-Q192-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q193,Prompt-001,o3-mini-2025-01-31,C,C,2.537493944168091,274,2025-03-31T22:04:39.447175,C,3,MIR-2024-v01-t01-Q193-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q194,Prompt-001,o3-mini-2025-01-31,A,A,3.33174991607666,222,2025-03-31T22:04:43.279826,A,3,MIR-2024-v01-t01-Q194-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q195,Prompt-001,o3-mini-2025-01-31,A,A,6.832460165023804,219,2025-03-31T22:04:50.613208,A,3,MIR-2024-v01-t01-Q195-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q196,Prompt-001,o3-mini-2025-01-31,A,A,1.7590668201446533,300,2025-03-31T22:04:52.873371,A,3,MIR-2024-v01-t01-Q196-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q197,Prompt-001,o3-mini-2025-01-31,B,B,4.409180164337158,315,2025-03-31T22:04:57.783415,B,3,MIR-2024-v01-t01-Q197-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q198,Prompt-001,o3-mini-2025-01-31,C,C,5.110697507858276,287,2025-03-31T22:05:03.394972,C,3,MIR-2024-v01-t01-Q198-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q199,Prompt-001,o3-mini-2025-01-31,D,D,12.075953245162964,243,2025-03-31T22:05:15.971825,D,3,MIR-2024-v01-t01-Q199-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q200,Prompt-001,o3-mini-2025-01-31,C,C,1.3949406147003174,171,2025-03-31T22:05:17.867587,C,3,MIR-2024-v01-t01-Q200-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q201,Prompt-001,o3-mini-2025-01-31,INVALID,,16.67927098274231,209,2025-03-31T22:05:35.047669,B,0,MIR-2024-v01-t01-Q201-RespINVALID-CorrectB-Score+0
MIR-2024-v01-t01-Q202,Prompt-001,o3-mini-2025-01-31,A,A,4.977045297622681,248,2025-03-31T22:05:40.525661,A,3,MIR-2024-v01-t01-Q202-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q203,Prompt-001,o3-mini-2025-01-31,D,D,5.321063756942749,231,2025-03-31T22:05:46.347591,D,3,MIR-2024-v01-t01-Q203-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q204,Prompt-001,o3-mini-2025-01-31,D,D,8.396159648895264,226,2025-03-31T22:05:55.244590,C,-1,MIR-2024-v01-t01-Q204-RespD-CorrectC-Score-1
MIR-2024-v01-t01-Q205,Prompt-001,o3-mini-2025-01-31,B,B,9.37214183807373,140,2025-03-31T22:06:05.117594,B,3,MIR-2024-v01-t01-Q205-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q206,Prompt-001,o3-mini-2025-01-31,C,C,9.514781713485718,302,2025-03-31T22:06:15.133266,D,-1,MIR-2024-v01-t01-Q206-RespC-CorrectD-Score-1
MIR-2024-v01-t01-Q207,Prompt-001,o3-mini-2025-01-31,A,A,2.9457619190216064,163,2025-03-31T22:06:18.579922,A,3,MIR-2024-v01-t01-Q207-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q208,Prompt-001,o3-mini-2025-01-31,B,B,3.377504348754883,269,2025-03-31T22:06:22.458319,B,3,MIR-2024-v01-t01-Q208-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q209,Prompt-001,o3-mini-2025-01-31,C,C,1.5906500816345215,158,2025-03-31T22:06:24.549874,C,3,MIR-2024-v01-t01-Q209-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q210,Prompt-001,o3-mini-2025-01-31,B,B,4.612432241439819,178,2025-03-31T22:06:29.663166,B,3,MIR-2024-v01-t01-Q210-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q027,Prompt-001,claude-3-7-sonnet-20250219,D,D,0.6517758369445801,146,2025-03-26T22:39:40.186846,C,-1,MIR-2024-v01-t01-Q027-RespD-CorrectC-Score-1
MIR-2024-v01-t01-Q029,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.2901320457458496,197,2025-03-26T22:39:41.977951,D,3,MIR-2024-v01-t01-Q029-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q030,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.212954044342041,265,2025-03-26T22:39:43.691850,B,3,MIR-2024-v01-t01-Q030-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q031,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.090824842453003,232,2025-03-26T22:39:45.283673,D,3,MIR-2024-v01-t01-Q031-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q032,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.7867136001586914,179,2025-03-26T22:39:47.571363,A,3,MIR-2024-v01-t01-Q032-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q033,Prompt-001,claude-3-7-sonnet-20250219,D,D,0.6147663593292236,157,2025-03-26T22:39:48.687039,D,3,MIR-2024-v01-t01-Q033-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q034,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.6552379131317139,193,2025-03-26T22:39:50.843191,D,3,MIR-2024-v01-t01-Q034-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q035,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.1129465103149414,200,2025-03-26T22:39:52.457043,B,3,MIR-2024-v01-t01-Q035-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q036,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.515181064605713,196,2025-03-26T22:39:54.473164,D,3,MIR-2024-v01-t01-Q036-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q037,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.4293670654296875,230,2025-03-26T22:39:56.403444,C,-1,MIR-2024-v01-t01-Q037-RespD-CorrectC-Score-1
MIR-2024-v01-t01-Q038,Prompt-001,claude-3-7-sonnet-20250219,C,C,0.9934334754943848,261,2025-03-26T22:39:57.897830,C,3,MIR-2024-v01-t01-Q038-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q039,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.0432369709014893,280,2025-03-26T22:39:59.442043,D,3,MIR-2024-v01-t01-Q039-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q040,Prompt-001,claude-3-7-sonnet-20250219,A,A,0.5888469219207764,143,2025-03-26T22:40:00.531791,A,3,MIR-2024-v01-t01-Q040-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q041,Prompt-001,claude-3-7-sonnet-20250219,B,B,0.9093563556671143,209,2025-03-26T22:40:01.942111,D,-1,MIR-2024-v01-t01-Q041-RespB-CorrectD-Score-1
MIR-2024-v01-t01-Q042,Prompt-001,claude-3-7-sonnet-20250219,C,C,2.1099486351013184,174,2025-03-26T22:40:04.553008,C,3,MIR-2024-v01-t01-Q042-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q043,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.1203296184539795,208,2025-03-26T22:40:06.174269,B,-1,MIR-2024-v01-t01-Q043-RespC-CorrectB-Score-1
MIR-2024-v01-t01-Q044,Prompt-001,claude-3-7-sonnet-20250219,D,D,0.8498866558074951,243,2025-03-26T22:40:07.525236,D,3,MIR-2024-v01-t01-Q044-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q045,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.0236504077911377,237,2025-03-26T22:40:09.049816,D,-1,MIR-2024-v01-t01-Q045-RespA-CorrectD-Score-1
MIR-2024-v01-t01-Q046,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.2159762382507324,247,2025-03-26T22:40:10.766723,A,3,MIR-2024-v01-t01-Q046-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q047,Prompt-001,claude-3-7-sonnet-20250219,A,A,0.6420443058013916,139,2025-03-26T22:40:11.909714,A,3,MIR-2024-v01-t01-Q047-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q048,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.1345555782318115,184,2025-03-26T22:40:13.545261,A,3,MIR-2024-v01-t01-Q048-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q049,Prompt-001,claude-3-7-sonnet-20250219,D,D,0.8518195152282715,209,2025-03-26T22:40:14.898094,D,3,MIR-2024-v01-t01-Q049-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q050,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.3475873470306396,195,2025-03-26T22:40:16.746595,B,3,MIR-2024-v01-t01-Q050-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q051,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.9220266342163086,193,2025-03-26T22:40:19.169498,C,3,MIR-2024-v01-t01-Q051-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q052,Prompt-001,claude-3-7-sonnet-20250219,B,B,0.8714370727539062,221,2025-03-26T22:40:20.541897,B,3,MIR-2024-v01-t01-Q052-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q053,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.4227001667022705,213,2025-03-26T22:40:22.465482,D,3,MIR-2024-v01-t01-Q053-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q054,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.1985619068145752,289,2025-03-26T22:40:24.164975,B,3,MIR-2024-v01-t01-Q054-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q055,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.709031105041504,331,2025-03-26T22:40:26.375019,A,3,MIR-2024-v01-t01-Q055-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q057,Prompt-001,claude-3-7-sonnet-20250219,C,C,0.9786050319671631,279,2025-03-26T22:40:27.854648,C,3,MIR-2024-v01-t01-Q057-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q058,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.206850528717041,213,2025-03-26T22:40:29.562472,B,3,MIR-2024-v01-t01-Q058-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q059,Prompt-001,claude-3-7-sonnet-20250219,D,D,0.9934134483337402,158,2025-03-26T22:40:31.056768,D,3,MIR-2024-v01-t01-Q059-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q060,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.2827303409576416,256,2025-03-26T22:40:32.840378,A,3,MIR-2024-v01-t01-Q060-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q061,Prompt-001,claude-3-7-sonnet-20250219,A,A,0.9047591686248779,235,2025-03-26T22:40:34.246097,A,3,MIR-2024-v01-t01-Q061-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q062,Prompt-001,claude-3-7-sonnet-20250219,D,D,0.5971338748931885,148,2025-03-26T22:40:35.344197,D,3,MIR-2024-v01-t01-Q062-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q063,Prompt-001,claude-3-7-sonnet-20250219,B,B,0.7525951862335205,167,2025-03-26T22:40:36.597738,B,3,MIR-2024-v01-t01-Q063-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q064,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.210355520248413,221,2025-03-26T22:40:38.309043,D,3,MIR-2024-v01-t01-Q064-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q065,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.1825356483459473,252,2025-03-26T22:40:39.992588,A,3,MIR-2024-v01-t01-Q065-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q066,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.2827143669128418,197,2025-03-26T22:40:41.776281,A,3,MIR-2024-v01-t01-Q066-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q067,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.3049046993255615,245,2025-03-26T22:40:43.582133,B,3,MIR-2024-v01-t01-Q067-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q068,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.236417293548584,330,2025-03-26T22:40:45.319493,B,-1,MIR-2024-v01-t01-Q068-RespA-CorrectB-Score-1
MIR-2024-v01-t01-Q069,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.117933988571167,230,2025-03-26T22:40:46.938331,B,-1,MIR-2024-v01-t01-Q069-RespA-CorrectB-Score-1
MIR-2024-v01-t01-Q070,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.0910027027130127,208,2025-03-26T22:40:48.530247,A,3,MIR-2024-v01-t01-Q070-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q071,Prompt-001,claude-3-7-sonnet-20250219,D,D,0.702322244644165,167,2025-03-26T22:40:49.733618,D,3,MIR-2024-v01-t01-Q071-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q072,Prompt-001,claude-3-7-sonnet-20250219,A,A,0.9457011222839355,189,2025-03-26T22:40:51.180238,A,3,MIR-2024-v01-t01-Q072-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q073,Prompt-001,claude-3-7-sonnet-20250219,D,D,0.587975025177002,141,2025-03-26T22:40:52.269151,D,3,MIR-2024-v01-t01-Q073-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q074,Prompt-001,claude-3-7-sonnet-20250219,C,C,0.7862133979797363,146,2025-03-26T22:40:53.556338,C,3,MIR-2024-v01-t01-Q074-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q075,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.3584439754486084,222,2025-03-26T22:40:55.415737,A,3,MIR-2024-v01-t01-Q075-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q076,Prompt-001,claude-3-7-sonnet-20250219,B,B,0.9517457485198975,209,2025-03-26T22:40:56.868526,B,3,MIR-2024-v01-t01-Q076-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q077,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.013648509979248,195,2025-03-26T22:40:58.383154,B,3,MIR-2024-v01-t01-Q077-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q078,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.0925946235656738,235,2025-03-26T22:40:59.976792,B,3,MIR-2024-v01-t01-Q078-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q079,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.100024700164795,237,2025-03-26T22:41:01.577830,C,3,MIR-2024-v01-t01-Q079-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q080,Prompt-001,claude-3-7-sonnet-20250219,C,C,2.2691102027893066,230,2025-03-26T22:41:04.347962,C,3,MIR-2024-v01-t01-Q080-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q081,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.2841665744781494,280,2025-03-26T22:41:06.133110,C,3,MIR-2024-v01-t01-Q081-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q082,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.0927834510803223,266,2025-03-26T22:41:07.726848,D,3,MIR-2024-v01-t01-Q082-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q083,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.206315040588379,237,2025-03-26T22:41:09.434202,B,3,MIR-2024-v01-t01-Q083-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q084,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.1302127838134766,261,2025-03-26T22:41:11.065370,D,-1,MIR-2024-v01-t01-Q084-RespA-CorrectD-Score-1
MIR-2024-v01-t01-Q085,Prompt-001,claude-3-7-sonnet-20250219,C,C,0.9792807102203369,204,2025-03-26T22:41:12.545592,C,3,MIR-2024-v01-t01-Q085-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q086,Prompt-001,claude-3-7-sonnet-20250219,C,C,0.5957064628601074,169,2025-03-26T22:41:13.642247,C,3,MIR-2024-v01-t01-Q086-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q087,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.2540132999420166,215,2025-03-26T22:41:15.397192,A,3,MIR-2024-v01-t01-Q087-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q088,Prompt-001,claude-3-7-sonnet-20250219,D,D,0.864372730255127,319,2025-03-26T22:41:16.762543,D,3,MIR-2024-v01-t01-Q088-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q089,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.7696177959442139,253,2025-03-26T22:41:19.033073,B,3,MIR-2024-v01-t01-Q089-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q090,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.5419530868530273,254,2025-03-26T22:41:21.075973,A,3,MIR-2024-v01-t01-Q090-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q091,Prompt-001,claude-3-7-sonnet-20250219,B,B,0.9537525177001953,200,2025-03-26T22:41:22.530676,B,3,MIR-2024-v01-t01-Q091-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q092,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.1765391826629639,182,2025-03-26T22:41:24.208148,C,3,MIR-2024-v01-t01-Q092-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q093,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.7224681377410889,248,2025-03-26T22:41:26.431808,B,3,MIR-2024-v01-t01-Q093-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q094,Prompt-001,claude-3-7-sonnet-20250219,C,C,0.9015531539916992,230,2025-03-26T22:41:27.834302,C,3,MIR-2024-v01-t01-Q094-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q095,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.4436817169189453,227,2025-03-26T22:41:29.778918,A,3,MIR-2024-v01-t01-Q095-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q096,Prompt-001,claude-3-7-sonnet-20250219,C,C,0.676504373550415,149,2025-03-26T22:41:30.956452,C,3,MIR-2024-v01-t01-Q096-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q097,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.065577745437622,166,2025-03-26T22:41:32.522978,D,3,MIR-2024-v01-t01-Q097-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q098,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.263782262802124,214,2025-03-26T22:41:34.287714,C,3,MIR-2024-v01-t01-Q098-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q099,Prompt-001,claude-3-7-sonnet-20250219,A,A,0.8563146591186523,208,2025-03-26T22:41:35.645056,A,3,MIR-2024-v01-t01-Q099-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q100,Prompt-001,claude-3-7-sonnet-20250219,C,C,0.9661295413970947,218,2025-03-26T22:41:37.112252,C,3,MIR-2024-v01-t01-Q100-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q101,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.0861265659332275,149,2025-03-26T22:41:38.699408,B,3,MIR-2024-v01-t01-Q101-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q102,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.2307236194610596,189,2025-03-26T22:41:40.431115,D,3,MIR-2024-v01-t01-Q102-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q103,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.3901126384735107,260,2025-03-26T22:41:42.322096,A,3,MIR-2024-v01-t01-Q103-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q104,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.0855660438537598,263,2025-03-26T22:41:43.908613,C,3,MIR-2024-v01-t01-Q104-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q105,Prompt-001,claude-3-7-sonnet-20250219,A,A,0.9240267276763916,227,2025-03-26T22:41:45.333623,A,3,MIR-2024-v01-t01-Q105-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q106,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.282679796218872,196,2025-03-26T22:41:47.117395,C,3,MIR-2024-v01-t01-Q106-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q107,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.3267340660095215,171,2025-03-26T22:41:48.945056,B,3,MIR-2024-v01-t01-Q107-RespB-CorrectB-Score+3
