question_id,prompt_strategy,model,model_answer,raw_response,response_time,tokens_used,timestamp,correct_answer,score,result_id,correct
MIR-2024-v01-t01-Q164,Prompt-001,o3-mini-2025-01-31,B,B,2.7498486042022705,145,2025-03-17T22:53:24.758793,B,3,MIR-2024-v01-t01-Q164-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q165,Prompt-001,o3-mini-2025-01-31,A,A,2.1897597312927246,231,2025-03-17T22:53:27.449426,A,3,MIR-2024-v01-t01-Q165-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q166,Prompt-001,o3-mini-2025-01-31,C,C,3.146174192428589,188,2025-03-17T22:53:31.096466,C,3,MIR-2024-v01-t01-Q166-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q167,Prompt-001,o3-mini-2025-01-31,A,A,7.472222805023193,204,2025-03-17T22:53:39.069605,A,3,MIR-2024-v01-t01-Q167-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q168,Prompt-001,o3-mini-2025-01-31,B,B,3.4766054153442383,197,2025-03-17T22:53:43.047177,B,3,MIR-2024-v01-t01-Q168-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q169,Prompt-001,o3-mini-2025-01-31,C,C,4.527140855789185,276,2025-03-17T22:53:48.075250,C,3,MIR-2024-v01-t01-Q169-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q170,Prompt-001,o3-mini-2025-01-31,A,A,5.031774520874023,159,2025-03-17T22:53:53.608033,A,3,MIR-2024-v01-t01-Q170-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q171,Prompt-001,o3-mini-2025-01-31,D,D,7.8510448932647705,321,2025-03-17T22:54:01.960065,D,3,MIR-2024-v01-t01-Q171-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q172,Prompt-001,o3-mini-2025-01-31,B,B,2.0239570140838623,250,2025-03-17T22:54:04.484996,B,3,MIR-2024-v01-t01-Q172-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q173,Prompt-001,o3-mini-2025-01-31,A,A,1.4062516689300537,152,2025-03-17T22:54:06.392163,A,3,MIR-2024-v01-t01-Q173-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q174,Prompt-001,o3-mini-2025-01-31,B,B,2.4413375854492188,276,2025-03-17T22:54:09.334456,B,3,MIR-2024-v01-t01-Q174-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q175,Prompt-001,o3-mini-2025-01-31,A,A,1.8691999912261963,276,2025-03-17T22:54:11.704613,A,3,MIR-2024-v01-t01-Q175-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q176,Prompt-001,o3-mini-2025-01-31,C,C,2.979133367538452,247,2025-03-17T22:54:15.184644,C,3,MIR-2024-v01-t01-Q176-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q177,Prompt-001,o3-mini-2025-01-31,C,C,3.5461089611053467,204,2025-03-17T22:54:19.231637,C,3,MIR-2024-v01-t01-Q177-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q178,Prompt-001,o3-mini-2025-01-31,B,B,2.1287882328033447,266,2025-03-17T22:54:21.861356,B,3,MIR-2024-v01-t01-Q178-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q179,Prompt-001,o3-mini-2025-01-31,C,C,2.3738009929656982,349,2025-03-17T22:54:24.736281,C,3,MIR-2024-v01-t01-Q179-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q180,Prompt-001,o3-mini-2025-01-31,INVALID,,6.629117250442505,366,2025-03-17T22:54:31.866374,0,0,MIR-2024-v01-t01-Q180-RespINVALID-Correct0-Score+0,False
MIR-2024-v01-t01-Q181,Prompt-001,o3-mini-2025-01-31,B,B,8.584114074707031,243,2025-03-17T22:54:40.951398,B,3,MIR-2024-v01-t01-Q181-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q184,Prompt-001,o3-mini-2025-01-31,A,A,3.9506289958953857,265,2025-03-17T22:54:45.403021,A,3,MIR-2024-v01-t01-Q184-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q185,Prompt-001,o3-mini-2025-01-31,C,C,4.1940202713012695,270,2025-03-17T22:54:50.098282,C,3,MIR-2024-v01-t01-Q185-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q186,Prompt-001,o3-mini-2025-01-31,INVALID,,8.871004581451416,254,2025-03-17T22:54:59.470194,D,0,MIR-2024-v01-t01-Q186-RespINVALID-CorrectD-Score+0,False
MIR-2024-v01-t01-Q187,Prompt-001,o3-mini-2025-01-31,INVALID,,6.6892149448394775,262,2025-03-17T22:55:06.660416,A,0,MIR-2024-v01-t01-Q187-RespINVALID-CorrectA-Score+0,False
MIR-2024-v01-t01-Q188,Prompt-001,o3-mini-2025-01-31,C,C,1.900388479232788,135,2025-03-17T22:55:09.061677,C,3,MIR-2024-v01-t01-Q188-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q189,Prompt-001,o3-mini-2025-01-31,B,B,4.194115400314331,198,2025-03-17T22:55:13.756683,D,-1,MIR-2024-v01-t01-Q189-RespB-CorrectD-Score-1,False
MIR-2024-v01-t01-Q190,Prompt-001,o3-mini-2025-01-31,D,D,2.4886584281921387,170,2025-03-17T22:55:16.746274,D,3,MIR-2024-v01-t01-Q190-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q191,Prompt-001,o3-mini-2025-01-31,B,B,1.7432034015655518,209,2025-03-17T22:55:18.990373,B,3,MIR-2024-v01-t01-Q191-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q192,Prompt-001,o3-mini-2025-01-31,INVALID,,5.5413782596588135,305,2025-03-17T22:55:25.032705,B,0,MIR-2024-v01-t01-Q192-RespINVALID-CorrectB-Score+0,False
MIR-2024-v01-t01-Q193,Prompt-001,o3-mini-2025-01-31,INVALID,,7.1045989990234375,161,2025-03-17T22:55:32.638253,C,0,MIR-2024-v01-t01-Q193-RespINVALID-CorrectC-Score+0,False
MIR-2024-v01-t01-Q194,Prompt-001,o3-mini-2025-01-31,C,C,2.62538743019104,252,2025-03-17T22:55:35.764599,C,3,MIR-2024-v01-t01-Q194-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q195,Prompt-001,o3-mini-2025-01-31,C,C,1.823965072631836,231,2025-03-17T22:55:38.089422,C,3,MIR-2024-v01-t01-Q195-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q196,Prompt-001,o3-mini-2025-01-31,B,B,1.376662015914917,200,2025-03-17T22:55:39.967051,B,3,MIR-2024-v01-t01-Q196-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q197,Prompt-001,o3-mini-2025-01-31,A,A,1.4121930599212646,162,2025-03-17T22:55:41.880183,A,3,MIR-2024-v01-t01-Q197-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q198,Prompt-001,o3-mini-2025-01-31,B,B,1.6542909145355225,241,2025-03-17T22:55:44.035433,B,3,MIR-2024-v01-t01-Q198-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q199,Prompt-001,o3-mini-2025-01-31,D,D,3.2947838306427,230,2025-03-17T22:55:47.831254,D,3,MIR-2024-v01-t01-Q199-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q200,Prompt-001,o3-mini-2025-01-31,A,A,1.8943979740142822,271,2025-03-17T22:55:50.226624,A,3,MIR-2024-v01-t01-Q200-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q201,Prompt-001,o3-mini-2025-01-31,B,B,2.1865055561065674,161,2025-03-17T22:55:52.914125,B,3,MIR-2024-v01-t01-Q201-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q202,Prompt-001,o3-mini-2025-01-31,D,D,2.350468158721924,224,2025-03-17T22:55:55.765599,D,3,MIR-2024-v01-t01-Q202-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q203,Prompt-001,o3-mini-2025-01-31,B,B,3.780493974685669,171,2025-03-17T22:56:00.047046,B,3,MIR-2024-v01-t01-Q203-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q204,Prompt-001,o3-mini-2025-01-31,D,D,3.66314435005188,343,2025-03-17T22:56:04.211100,D,3,MIR-2024-v01-t01-Q204-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q205,Prompt-001,o3-mini-2025-01-31,B,B,5.645190477371216,263,2025-03-17T22:56:10.357262,D,-1,MIR-2024-v01-t01-Q205-RespB-CorrectD-Score-1,False
MIR-2024-v01-t01-Q206,Prompt-001,o3-mini-2025-01-31,C,C,3.5537731647491455,226,2025-03-17T22:56:14.412023,0,-1,MIR-2024-v01-t01-Q206-RespC-Correct0-Score-1,False
MIR-2024-v01-t01-Q207,Prompt-001,o3-mini-2025-01-31,A,A,1.8945565223693848,278,2025-03-17T22:56:16.807582,A,3,MIR-2024-v01-t01-Q207-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q208,Prompt-001,o3-mini-2025-01-31,A,A,2.714308977127075,213,2025-03-17T22:56:20.022862,A,3,MIR-2024-v01-t01-Q208-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q209,Prompt-001,o3-mini-2025-01-31,INVALID,,6.062114000320435,174,2025-03-17T22:56:26.585891,B,0,MIR-2024-v01-t01-Q209-RespINVALID-CorrectB-Score+0,False
MIR-2024-v01-t01-Q210,Prompt-001,o3-mini-2025-01-31,INVALID,,6.96502161026001,293,2025-03-17T22:56:34.051804,D,0,MIR-2024-v01-t01-Q210-RespINVALID-CorrectD-Score+0,False
MIR-2024-v01-t01-Q026,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.2699518203735352,245,2025-03-17T23:14:14.786448,B,3,MIR-2024-v01-t01-Q026-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q027,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.6708769798278809,196,2025-03-17T23:14:16.958251,C,3,MIR-2024-v01-t01-Q027-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q028,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.1975386142730713,193,2025-03-17T23:14:18.656782,A,3,MIR-2024-v01-t01-Q028-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q029,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.2560007572174072,200,2025-03-17T23:14:20.413914,B,3,MIR-2024-v01-t01-Q029-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q030,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.5698213577270508,211,2025-03-17T23:14:22.484733,C,3,MIR-2024-v01-t01-Q030-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q031,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.0140037536621094,227,2025-03-17T23:14:23.999660,D,3,MIR-2024-v01-t01-Q031-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q032,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.1535165309906006,185,2025-03-17T23:14:25.653982,A,-1,MIR-2024-v01-t01-Q032-RespC-CorrectA-Score-1,False
MIR-2024-v01-t01-Q033,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.10848069190979,149,2025-03-17T23:14:27.263345,C,3,MIR-2024-v01-t01-Q033-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q034,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.0246078968048096,163,2025-03-17T23:14:28.788909,B,-1,MIR-2024-v01-t01-Q034-RespD-CorrectB-Score-1,False
MIR-2024-v01-t01-Q035,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.2521021366119385,223,2025-03-17T23:14:30.542001,D,3,MIR-2024-v01-t01-Q035-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q036,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.1677706241607666,228,2025-03-17T23:14:32.210739,D,3,MIR-2024-v01-t01-Q036-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q037,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.5602402687072754,237,2025-03-17T23:14:34.272004,A,3,MIR-2024-v01-t01-Q037-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q038,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.1046779155731201,213,2025-03-17T23:14:35.877666,A,3,MIR-2024-v01-t01-Q038-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q039,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.063269853591919,214,2025-03-17T23:14:37.441855,C,3,MIR-2024-v01-t01-Q039-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q040,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.119006633758545,187,2025-03-17T23:14:39.061826,B,3,MIR-2024-v01-t01-Q040-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q041,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.355229139328003,215,2025-03-17T23:14:40.917999,C,3,MIR-2024-v01-t01-Q041-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q042,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.035691738128662,179,2025-03-17T23:14:42.454583,D,3,MIR-2024-v01-t01-Q042-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q043,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.228370189666748,244,2025-03-17T23:14:44.183926,A,3,MIR-2024-v01-t01-Q043-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q044,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.2089166641235352,145,2025-03-17T23:14:45.893740,D,3,MIR-2024-v01-t01-Q044-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q045,Prompt-002,claude-3-7-sonnet-20250219,D,D,0.7760052680969238,144,2025-03-17T23:14:47.170613,D,3,MIR-2024-v01-t01-Q045-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q046,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.1963996887207031,166,2025-03-17T23:14:48.868056,B,3,MIR-2024-v01-t01-Q046-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q047,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.6492695808410645,293,2025-03-17T23:14:51.018291,C,3,MIR-2024-v01-t01-Q047-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q048,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.3966312408447266,182,2025-03-17T23:14:52.915891,C,3,MIR-2024-v01-t01-Q048-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q049,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.163818120956421,286,2025-03-17T23:14:54.580635,B,3,MIR-2024-v01-t01-Q049-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q050,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.076498031616211,165,2025-03-17T23:14:56.158040,C,3,MIR-2024-v01-t01-Q050-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q051,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.5055255889892578,140,2025-03-17T23:14:58.164481,A,3,MIR-2024-v01-t01-Q051-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q052,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.4218738079071045,133,2025-03-17T23:15:00.087293,D,3,MIR-2024-v01-t01-Q052-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q053,Prompt-002,claude-3-7-sonnet-20250219,C,C,0.6867847442626953,119,2025-03-17T23:15:01.275008,C,3,MIR-2024-v01-t01-Q053-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q054,Prompt-002,claude-3-7-sonnet-20250219,B,B,0.6877565383911133,146,2025-03-17T23:15:02.463870,B,3,MIR-2024-v01-t01-Q054-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q055,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.1377925872802734,159,2025-03-17T23:15:04.102674,C,3,MIR-2024-v01-t01-Q055-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q056,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.359344482421875,184,2025-03-17T23:15:05.962949,D,3,MIR-2024-v01-t01-Q056-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q057,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.1843914985656738,169,2025-03-17T23:15:07.648288,A,3,MIR-2024-v01-t01-Q057-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q058,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.0875475406646729,184,2025-03-17T23:15:09.236760,A,3,MIR-2024-v01-t01-Q058-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q059,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.1994578838348389,250,2025-03-17T23:15:10.937121,A,3,MIR-2024-v01-t01-Q059-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q060,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.4684462547302246,137,2025-03-17T23:15:12.906491,A,3,MIR-2024-v01-t01-Q060-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q061,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.8123364448547363,237,2025-03-17T23:15:15.220021,A,3,MIR-2024-v01-t01-Q061-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q062,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.167999267578125,171,2025-03-17T23:15:16.888935,D,3,MIR-2024-v01-t01-Q062-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q063,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.1201472282409668,226,2025-03-17T23:15:18.510030,D,3,MIR-2024-v01-t01-Q063-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q064,Prompt-002,claude-3-7-sonnet-20250219,B,B,2.4117448329925537,209,2025-03-17T23:15:21.422692,0,-1,MIR-2024-v01-t01-Q064-RespB-Correct0-Score-1,False
MIR-2024-v01-t01-Q065,Prompt-002,claude-3-7-sonnet-20250219,D,D,2.381446361541748,300,2025-03-17T23:15:24.305221,D,3,MIR-2024-v01-t01-Q065-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q066,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.241100549697876,221,2025-03-17T23:15:26.047506,C,3,MIR-2024-v01-t01-Q066-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q067,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.2133948802947998,344,2025-03-17T23:15:27.761869,B,-1,MIR-2024-v01-t01-Q067-RespC-CorrectB-Score-1,False
MIR-2024-v01-t01-Q068,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.245640516281128,179,2025-03-17T23:15:29.508398,0,-1,MIR-2024-v01-t01-Q068-RespB-Correct0-Score-1,False
MIR-2024-v01-t01-Q069,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.24238920211792,183,2025-03-17T23:15:31.251787,A,3,MIR-2024-v01-t01-Q069-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q070,Prompt-002,claude-3-7-sonnet-20250219,B,B,2.107947587966919,235,2025-03-17T23:15:33.860689,B,3,MIR-2024-v01-t01-Q070-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q071,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.2802925109863281,266,2025-03-17T23:15:35.642072,B,3,MIR-2024-v01-t01-Q071-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q072,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.1335291862487793,240,2025-03-17T23:15:37.276578,D,3,MIR-2024-v01-t01-Q072-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q073,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.2748308181762695,205,2025-03-17T23:15:39.052348,B,3,MIR-2024-v01-t01-Q073-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q074,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.112394094467163,221,2025-03-17T23:15:40.665683,C,3,MIR-2024-v01-t01-Q074-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q075,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.1636583805084229,224,2025-03-17T23:15:42.330247,B,3,MIR-2024-v01-t01-Q075-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q076,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.0394651889801025,204,2025-03-17T23:15:43.870714,A,3,MIR-2024-v01-t01-Q076-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q077,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.2063026428222656,176,2025-03-17T23:15:45.577944,D,3,MIR-2024-v01-t01-Q077-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q078,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.3569812774658203,182,2025-03-17T23:15:47.435947,C,3,MIR-2024-v01-t01-Q078-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q079,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.2372808456420898,143,2025-03-17T23:15:49.174230,B,3,MIR-2024-v01-t01-Q079-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q080,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.0694332122802734,237,2025-03-17T23:15:50.744637,A,3,MIR-2024-v01-t01-Q080-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q081,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.0780539512634277,165,2025-03-17T23:15:52.323571,C,3,MIR-2024-v01-t01-Q081-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q082,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.4234576225280762,188,2025-03-17T23:15:54.248006,C,-1,MIR-2024-v01-t01-Q082-RespB-CorrectC-Score-1,False
MIR-2024-v01-t01-Q083,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.1310713291168213,195,2025-03-17T23:15:55.880024,B,3,MIR-2024-v01-t01-Q083-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q084,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.237133264541626,335,2025-03-17T23:15:57.618098,C,3,MIR-2024-v01-t01-Q084-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q087,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.3027021884918213,170,2025-03-17T23:15:59.421643,B,3,MIR-2024-v01-t01-Q087-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q088,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.5754408836364746,158,2025-03-17T23:16:01.497980,D,3,MIR-2024-v01-t01-Q088-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q089,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.2457265853881836,267,2025-03-17T23:16:03.244713,B,3,MIR-2024-v01-t01-Q089-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q090,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.1112122535705566,221,2025-03-17T23:16:04.856907,A,3,MIR-2024-v01-t01-Q090-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q091,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.0850813388824463,200,2025-03-17T23:16:06.443150,D,3,MIR-2024-v01-t01-Q091-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q092,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.1126723289489746,158,2025-03-17T23:16:08.056845,A,3,MIR-2024-v01-t01-Q092-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q093,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.3034858703613281,202,2025-03-17T23:16:09.861245,C,3,MIR-2024-v01-t01-Q093-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q094,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.2178139686584473,245,2025-03-17T23:16:11.580089,B,3,MIR-2024-v01-t01-Q094-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q095,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.1630454063415527,205,2025-03-17T23:16:13.244168,D,3,MIR-2024-v01-t01-Q095-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q096,Prompt-002,claude-3-7-sonnet-20250219,B,B,0.802025318145752,133,2025-03-17T23:16:14.547169,B,3,MIR-2024-v01-t01-Q096-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q097,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.3234586715698242,201,2025-03-17T23:16:16.371570,B,3,MIR-2024-v01-t01-Q097-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q098,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.4266138076782227,241,2025-03-17T23:16:18.299129,B,3,MIR-2024-v01-t01-Q098-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q099,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.1438267230987549,248,2025-03-17T23:16:19.943942,A,3,MIR-2024-v01-t01-Q099-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q100,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.2812066078186035,248,2025-03-17T23:16:21.726054,B,3,MIR-2024-v01-t01-Q100-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q101,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.0979456901550293,226,2025-03-17T23:16:23.325071,A,3,MIR-2024-v01-t01-Q101-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q102,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.105017900466919,215,2025-03-17T23:16:24.931030,D,3,MIR-2024-v01-t01-Q102-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q103,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.187293291091919,206,2025-03-17T23:16:26.619268,B,3,MIR-2024-v01-t01-Q103-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q106,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.2158875465393066,222,2025-03-17T23:16:28.336112,C,-1,MIR-2024-v01-t01-Q106-RespB-CorrectC-Score-1,False
MIR-2024-v01-t01-Q107,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.330780029296875,256,2025-03-17T23:16:30.167799,C,3,MIR-2024-v01-t01-Q107-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q108,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.5271110534667969,239,2025-03-17T23:16:32.195866,B,3,MIR-2024-v01-t01-Q108-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q109,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.1627025604248047,198,2025-03-17T23:16:33.859609,D,3,MIR-2024-v01-t01-Q109-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q112,Prompt-002,claude-3-7-sonnet-20250219,C,C,0.9888451099395752,183,2025-03-17T23:16:35.349399,C,3,MIR-2024-v01-t01-Q112-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q113,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.0976293087005615,187,2025-03-17T23:16:36.947973,0,-1,MIR-2024-v01-t01-Q113-RespD-Correct0-Score-1,False
MIR-2024-v01-t01-Q114,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.6027271747589111,235,2025-03-17T23:16:39.051629,D,3,MIR-2024-v01-t01-Q114-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q115,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.298006296157837,280,2025-03-17T23:16:40.850716,D,3,MIR-2024-v01-t01-Q115-RespD-CorrectD-Score+3,True
